StartDate,EndDate,duration,precinct,pres,senate,congress,q1,recall2020,econ_usa,econ_md,biden,moore,votereason,issues,issue_other,trustgov,women,prolife,fav_dem,fav_rep,fav_court,fav_media,pid7,ideo,age,gender,gender_other,race,news,news_other,relig,hhinc,edu,residency,urban
10/29/2024 15:15,10/29/2024 15:22,386,4,2,2,1,3,2,5,5,5,5,2,"1,8,10",,4,3,2,0,60,50,0,1,3,3,2,,1,"1,6,7",,5,8,6,2,2
10/29/2024 15:16,10/29/2024 15:24,475,7,1,2,5,2,5,5,4,3,2,1,"1,2,7,3,4,5,6,8,9,10,11,12,13",,2,3,2,,50,90,40,4,2,4,2,,4,8,,5,2,5,5,2
10/29/2024 15:22,10/29/2024 15:25,194,1,1,1,2,1,2,2,2,2,1,3,"1,11,12",,1,4,1,100,0,30,,7,2,3,2,,1,2,,2,7,6,5,2
10/29/2024 15:22,10/29/2024 15:26,211,1,1,1,2,1,2,2,2,3,1,2,"1,3,5,9,11",,2,3,1,100,10,20,20,6,1,4,2,,1,8,,2,4,6,4,2
10/29/2024 15:23,10/29/2024 15:27,238,1,1,1,2,1,1,4,4,2,2,2,"1,3,4,6,12",,2,4,1,100,10,0,,6,1,3,2,,1,"2,5",,2,7,6,5,2
10/29/2024 15:25,10/29/2024 15:27,159,1,1,2,5,1,3,4,3,2,2,4,"1,9",,2,4,1,90,10,10,30,6,2,3,2,,1,"1,6",,2,3,6,5,2
10/29/2024 15:05,10/29/2024 15:27,1371,1,1,1,2,1,2,2,3,1,1,2,"1,3,5,8,9,10,11,12",,2,4,1,90,0,0,50,,,,,,,,,,,,,
10/29/2024 15:26,10/29/2024 15:29,150,4,2,2,1,2,2,1,4,5,4,2,"2,3,4,6,8,10",,2,5,2,0,70,60,10,3,4,5,1,,1,"4,5",,5,5,5,1,2
10/29/2024 15:25,10/29/2024 15:29,268,1,1,1,2,1,2,1,1,1,1,3,"1,2,7,4,5,8,9,11,12",,1,2,1,70,20,10,60,4,3,3,1,,4,"2,3",,2,6,6,4,2
10/29/2024 15:27,10/29/2024 15:31,210,1,1,1,2,2,3,5,3,3,3,3,"1,2,7,3,5,8,9,10,11,12",,1,1,2,,,,,7,,1,2,,4,1,,2,,3,4,2
10/29/2024 15:29,10/29/2024 15:31,105,1,1,2,2,1,5,4,3,3,3,1,"1,2",,3,5,1,,,,,4,3,1,1,,1,2,,1,6,3,6,2
10/29/2024 15:24,10/29/2024 15:32,496,4,1,2,4,1,4,5,5,3,5,2,"1,2,8,13",,3,5,1,,,,10,4,3,2,2,,1,"1,3,8,5",,1,2,3,1,2
10/29/2024 15:28,10/29/2024 15:33,298,1,1,1,2,1,2,2,2,1,1,1,5,,2,2,3,100,0,70,70,7,1,6,2,,1,"2,8,4,5",,5,8,6,1,2
10/29/2024 15:27,10/29/2024 15:34,423,1,1,1,2,1,5,5,4,2,1,1,"1,2,7,3,4,5,8,9,10,11,12",,4,4,1,100,0,0,50,6,3,1,2,,4,"1,3,8,6",,4,8,2,1,1
10/29/2024 15:26,10/29/2024 15:34,474,2,1,1,2,1,2,2,3,3,2,3,"3,13",Senate control,2,4,1,80,20,40,50,6,3,3,1,,1,"1,2",,1,3,3,5,1
10/29/2024 15:30,10/29/2024 15:35,313,1,,,,,,4,4,5,3,1,"7,4,6,8,10",,2,3,1,10,30,60,0,4,3,5,1,,1,"2,3,8",,2,7,5,2,1
10/29/2024 15:33,10/29/2024 15:36,208,1,2,2,1,1,2,4,4,5,3,1,"1,2,3,6,8,10",,2,3,1,0,100,70,0,2,4,5,1,,1,"3,8,5",,2,5,3,1,2
10/29/2024 15:34,10/29/2024 15:37,210,1,1,1,2,1,5,3,2,3,1,1,"1,7,3,4,5,6,9,11,12",,2,4,1,90,10,60,30,6,3,1,2,,3,"1,3,8,4,5,6",,1,5,3,1,2
10/29/2024 15:35,10/29/2024 15:37,152,1,1,1,2,1,1,2,2,3,1,3,"1,2,7,5,6,9,10,11,12",,2,3,1,20,0,20,20,7,1,2,1,,1,"1,3,4,5",,1,3,4,1,2
10/29/2024 15:34,10/29/2024 15:37,193,1,1,1,2,1,2,3,2,4,2,3,"1,7,4,5,6,9,11,12",,4,4,1,40,0,10,30,7,1,2,2,,1,"1,2,8,5",,1,5,6,5,2
10/29/2024 15:34,10/29/2024 15:38,241,1,1,1,2,1,2,2,3,3,2,1,"1,5,9",,2,4,1,70,10,50,30,5,2,2,1,,1,"1,3,4",,1,5,6,1,2
10/29/2024 15:37,10/29/2024 15:39,137,1,1,7,2,1,2,1,3,4,2,1,"1,4,5,6,10,11,12",,1,4,1,100,0,80,90,7,2,5,2,,1,"2,3,5,6",,1,8,6,2,2
10/29/2024 15:38,10/29/2024 15:42,219,1,1,1,2,1,6,2,2,2,2,2,"1,7,3,5,6,9,11,12",,1,4,1,90,10,20,50,7,2,4,2,,1,"1,3,8",,2,5,5,1,2
10/29/2024 15:39,10/29/2024 15:42,170,1,1,1,2,1,2,5,5,3,1,2,"1,2,7,3,4,5,6,8,9,10,11,12",,3,4,1,,,,,6,5,2,2,,4,1,,4,3,2,1,1
10/29/2024 15:41,10/29/2024 15:43,142,1,1,2,2,1,1,3,3,3,3,2,"1,3,11",,2,4,3,60,50,30,70,5,3,4,2,,1,8,,3,7,6,1,2
10/29/2024 15:04,10/29/2024 15:44,2366,1,2,2,1,1,2,4,4,5,4,2,"2,4,6,8,10",,2,2,1,10,70,90,20,2,4,6,1,,1,"2,8",,2,7,6,2,2
10/29/2024 15:44,10/29/2024 15:46,118,1,1,1,2,1,2,2,2,1,2,1,"1,3,5,9,11,12",,2,3,1,90,50,70,70,6,2,5,2,,1,8,,2,7,5,5,2
10/29/2024 15:43,10/29/2024 15:48,306,1,1,2,1,1,2,4,4,3,5,1,"1,2,3,4,5,8,9,10,11",,4,3,1,50,50,30,40,5,3,5,1,,1,"1,3,6",,3,3,2,2,2
10/29/2024 15:47,10/29/2024 15:49,134,1,2,2,1,2,2,5,5,5,3,1,"2,7,3,4,8",,2,2,2,50,,100,10,2,3,5,2,,1,"2,4,5,6",,2,2,4,2,2
10/29/2024 15:48,10/29/2024 15:50,131,1,1,1,2,1,1,2,3,4,1,3,"1,3,5",,3,4,1,60,10,0,20,8,1,1,1,,1,4,,1,3,5,1,2
10/29/2024 15:47,10/29/2024 15:50,205,1,1,1,2,1,2,2,3,2,1,3,"1,3,11",,3,4,1,70,10,20,,7,1,3,2,,1,"1,3",,2,7,6,4,2
10/29/2024 15:50,10/29/2024 15:52,124,1,1,1,2,1,2,2,2,2,1,2,"1,2,3,12",,3,4,2,80,0,0,40,7,3,2,2,,4,"1,3",,5,1,3,5,2
10/29/2024 15:19,10/29/2024 15:52,1976,4,1,1,2,1,2,4,3,2,4,2,"1,2,3,9,10,11,12",,2,1,1,70,10,40,30,5,3,3,2,,1,"1,2,3,8",,2,7,6,5,2
10/29/2024 15:49,10/29/2024 15:53,225,1,1,1,2,1,2,4,3,3,1,1,"1,2,7,3,4,5,6,8,9,10,11,12",,3,1,1,100,0,,30,7,2,1,1,,4,"1,3,8,4,5",,2,1,3,5,1
10/29/2024 15:48,10/29/2024 15:54,358,1,1,1,4,1,6,2,2,2,2,2,"1,3,5,11,12",,2,4,1,90,0,0,60,7,2,5,2,,1,"2,5",,1,4,6,4,2
10/29/2024 15:50,10/29/2024 15:55,254,4,1,1,2,1,1,3,3,2,2,1,"1,2,3,5,6,11,12",,2,4,1,70,0,10,40,7,2,5,2,,1,"1,2,5",,1,5,5,4,2
10/29/2024 15:53,10/29/2024 15:55,125,1,1,1,5,4,2,1,2,2,2,4,"7,9",,1,3,3,100,,,,,5,1,1,,4,1,,2,5,3,6,1
10/29/2024 15:52,10/29/2024 15:56,221,1,1,1,2,2,2,3,3,2,2,2,3,,2,2,1,80,10,10,70,7,2,5,2,,1,7,NPR,5,5,6,4,2
10/29/2024 15:46,10/29/2024 15:56,626,1,1,1,2,1,2,1,1,1,1,2,"1,3,5,8,9,11,12",,2,4,1,100,0,20,,7,1,4,2,,1,"1,3,8",,5,7,5,2,2
10/29/2024 15:52,10/29/2024 15:56,218,4,1,1,2,1,1,3,2,2,1,2,"1,5,12",,2,4,1,70,10,10,60,6,1,2,2,,1,"1,2",,2,6,5,6,2
10/29/2024 15:14,10/29/2024 15:56,2523,1,1,1,2,1,2,4,4,3,2,1,"1,2,3,5,6,9,10,12",,2,4,1,80,20,20,10,5,2,5,2,,4,"1,3",,1,3,5,3,1
10/29/2024 13:50,10/29/2024 15:57,7608,2,1,2,2,1,1,4,4,4,4,1,"2,4,6,8,9,11",,2,4,3,30,30,30,30,4,3,6,1,,4,8,,5,3,3,3,2
10/29/2024 15:53,10/29/2024 15:57,269,1,1,1,2,1,5,4,3,3,3,1,"1,2,12",,3,4,1,70,10,,70,6,2,1,1,,4,1,,2,8,3,6,1
10/29/2024 15:56,10/29/2024 15:58,124,1,1,2,1,1,2,5,4,2,2,1,"1,2,8,10",,1,4,1,80,50,80,70,6,3,5,2,,1,"1,2,3,8,6",,2,4,5,1,2
10/29/2024 15:52,10/29/2024 16:00,426,4,1,1,2,1,1,2,2,4,3,3,"1,6,13",Fascism ,4,4,1,60,0,0,0,6,2,2,1,,1,"2,5",,2,6,6,6,2
10/29/2024 15:54,10/29/2024 16:00,338,1,1,1,2,1,2,2,3,2,2,2,"1,2,5,6,10,11,12",,2,4,1,80,0,0,80,7,2,6,1,,9,"2,3",,2,8,6,4,1
10/29/2024 15:53,10/29/2024 16:01,514,1,4,1,2,1,2,3,3,4,4,1,"1,2,7,3,4,5,6,8,9,11,12",,3,4,1,30,0,0,20,4,1,3,2,,"1,3","1,2,3,5",,1,4,3,1,1
10/29/2024 16:00,10/29/2024 16:02,151,1,1,1,2,1,2,2,2,1,2,2,"1,3,12",,2,4,1,80,0,0,50,7,1,2,1,,1,"1,2,8",,1,5,5,3,2
10/29/2024 15:58,10/29/2024 16:02,272,1,1,1,2,1,2,5,3,3,1,1,"1,3,4,5,10,11,12",,3,4,1,70,10,0,40,5,2,1,1,,1,"1,4,5,6",,1,3,5,5,2
10/29/2024 15:58,10/29/2024 16:03,258,1,1,1,2,1,2,2,2,2,2,2,"1,3,5,6,9,11,12",,2,4,1,100,,10,30,7,1,1,2,,1,"1,8,4,6",,1,3,5,5,2
10/29/2024 15:57,10/29/2024 16:03,356,1,1,2,2,1,2,1,3,3,3,4,"1,2,7,4,8,11,12",,3,5,1,,,,,5,3,1,2,,4,1,,4,4,5,6,1
10/29/2024 15:55,10/29/2024 16:03,469,1,1,3,5,1,2,2,3,2,3,1,"1,2,7,3,5,8,9,10,11",,2,1,1,50,,,,,3,3,2,,"1,9","1,2,3,8,5",,5,3,6,4,2
10/29/2024 16:00,10/29/2024 16:04,249,1,2,2,1,1,2,4,4,5,4,1,"1,2,4,6,8,12",,2,2,1,20,80,40,0,2,4,6,1,,1,3,,2,5,5,2,2
10/29/2024 16:01,10/29/2024 16:05,227,1,1,1,2,1,2,1,1,1,1,3,1,,3,4,1,90,0,10,90,4,1,4,2,,1,"2,8",,1,6,3,2,2
10/29/2024 15:40,10/29/2024 16:07,1574,1,1,1,2,1,5,2,2,2,2,1,"1,2,7,3,5,6,9,12",,2,4,1,80,10,30,70,6,2,1,2,,1,"1,2,6",,1,8,3,2,2
10/29/2024 16:05,10/29/2024 16:07,130,1,1,2,2,1,2,2,3,2,2,2,"1,2,7,3,5,6,8,10",,2,3,1,70,30,0,20,,,,,,,8,,5,4,3,6,2
10/29/2024 15:41,10/29/2024 16:08,1613,4,1,1,2,1,1,1,1,1,1,2,"1,2,7,3,4,5,6,8,9,10,11,12",,2,4,1,100,0,10,20,6,1,4,2,,1,"3,7",Wen sites ,1,6,5,2,1
10/29/2024 16:05,10/29/2024 16:08,188,1,1,1,2,1,5,4,3,3,2,4,"1,2,3,5,8,9,10,12",,3,3,2,70,30,10,10,5,3,1,1,,3,"1,2,6",,1,8,1,1,2
10/29/2024 16:03,10/29/2024 16:09,387,4,1,1,2,1,1,3,3,2,2,1,"1,2,3,5,11",,2,3,1,70,30,,,5,2,2,2,,1,"1,2,5,6",,1,7,5,6,2
10/29/2024 16:05,10/29/2024 16:09,240,1,1,1,2,1,5,4,4,3,2,1,"1,3,8,9,10,12",,2,3,1,100,0,70,30,7,2,1,1,,4,"1,4,6",,2,1,3,5,2
10/29/2024 16:09,10/29/2024 16:11,121,1,2,2,1,2,,,,,,,"2,4,8",,3,1,2,20,90,70,0,2,4,6,2,,7,"1,2,3,8,4,5,6",,4,3,5,4,2
10/29/2024 15:49,10/29/2024 16:12,1352,1,1,1,2,1,2,2,3,2,2,3,"1,5,6,8,11",,2,4,1,70,10,0,10,6,2,3,2,,1,2,,3,7,6,1,2
10/29/2024 16:07,10/29/2024 16:12,266,1,1,1,2,1,2,5,4,2,2,2,"1,2,7,5,9,10,11,12",,3,3,1,20,0,0,30,5,2,1,1,,4,"1,3,5",,1,1,3,4,1
10/29/2024 16:03,10/29/2024 16:12,496,1,1,1,2,1,5,4,4,2,2,3,"1,12",,3,4,1,100,0,50,50,6,2,1,2,,4,"1,3",,2,8,3,2,2
10/29/2024 16:09,10/29/2024 16:12,210,4,1,1,2,1,2,3,3,4,3,3,"1,2,7,4,5,9,11,12",,3,4,1,40,0,10,30,6,1,2,2,,1,"1,2,5,6",,1,7,4,1,2
10/29/2024 16:04,10/29/2024 16:13,547,1,1,1,2,1,2,3,3,2,2,2,"2,3,4,12",,2,3,1,90,10,10,50,6,3,4,1,,4,"1,3,8",,5,7,6,4,2
10/29/2024 15:42,10/29/2024 16:14,1915,1,1,1,2,1,6,3,3,3,2,3,"1,7,3,5,6,9,12",,3,4,1,30,0,0,30,8,1,1,5,,1,"1,4,6",,1,7,3,2,2
10/29/2024 16:06,10/29/2024 16:15,503,1,1,1,2,1,5,4,3,3,2,4,"1,9,10,12",,3,3,1,80,40,30,20,5,3,1,1,,4,1,,2,4,3,4,2
10/29/2024 16:08,10/29/2024 16:15,435,1,1,2,4,1,5,3,3,3,3,1,1,,2,3,1,60,30,30,50,4,3,1,2,,"1,3",3,,1,8,1,1,2
10/29/2024 16:13,10/29/2024 16:15,148,1,1,1,2,1,1,1,2,1,2,2,"1,3,5",,2,3,1,80,10,30,40,6,2,3,1,,1,"1,2",,1,7,6,5,2
10/29/2024 16:13,10/29/2024 16:15,153,1,1,1,2,1,2,4,4,3,2,1,"1,2,7,3,8,9,10,12",,2,4,1,70,30,20,,6,2,1,2,,4,1,,1,5,3,5,1
10/29/2024 16:13,10/29/2024 16:16,206,4,1,1,2,1,5,2,2,1,2,2,"1,2,7,3,4,5,6,8,9,10,11,12",,2,3,1,80,10,20,20,6,2,1,1,,1,"1,4",,1,5,2,2,2
10/29/2024 16:13,10/29/2024 16:17,235,4,1,1,2,1,2,1,1,2,1,2,"1,3,6",,2,4,1,80,0,20,70,7,2,5,1,,1,2,,5,5,6,4,2
10/29/2024 16:13,10/29/2024 16:17,239,4,1,1,2,1,2,1,3,2,1,3,"1,3,5,9,11,12",,2,3,1,70,0,10,60,5,3,2,1,,1,"2,8,4,5,6",,1,6,5,5,2
10/29/2024 16:13,10/29/2024 16:17,253,1,1,1,2,1,2,3,3,3,2,2,"1,2,9,12",,2,3,1,90,0,20,10,5,2,4,1,,1,"1,3,5",,1,4,6,2,2
10/29/2024 16:12,10/29/2024 16:18,311,4,1,1,2,1,2,2,2,3,2,2,"1,2,7,3,4,5,8,9,10,11,12",,2,4,1,70,20,30,,6,2,4,2,,1,"1,2,8,5",,1,6,6,4,2
10/29/2024 16:10,10/29/2024 16:18,443,1,1,1,2,1,1,5,5,3,3,1,"1,2,7,3,4,5,6,8,9,10,11,12",,3,4,1,60,30,10,10,4,2,3,2,,4,"2,3,8,4,5,6,7",CSPAN,2,5,5,2,2
10/29/2024 16:10,10/29/2024 16:18,486,1,1,1,2,1,1,3,4,3,3,2,"1,2,7,3,5,9,11,12",,2,2,1,70,0,10,30,6,2,3,1,,4,"1,4",,1,5,4,3,2
10/29/2024 16:16,10/29/2024 16:18,123,1,1,1,2,1,1,2,2,1,2,1,"1,7,3,5,6,9,10,11",,2,4,1,100,0,10,30,7,2,4,2,,1,"2,3,5",,2,6,3,1,2
10/29/2024 16:12,10/29/2024 16:18,392,1,1,1,2,1,2,3,2,2,1,1,"1,2,3,6,10",,2,3,1,70,10,0,30,5,3,4,2,,1,"2,3,8",,2,7,6,1,2
10/29/2024 16:13,10/29/2024 16:19,376,4,1,1,2,1,2,2,2,2,1,2,"1,3",,2,4,1,100,,30,60,6,3,4,1,,1,8,,1,7,6,4,2
10/29/2024 16:17,10/29/2024 16:20,211,4,1,1,2,1,5,4,4,3,3,3,1,,3,4,1,100,0,0,0,4,1,2,2,,9,1,,1,2,3,5,1
10/29/2024 16:16,10/29/2024 16:20,266,4,1,1,2,1,3,3,2,3,2,4,"5,9,12",,3,2,3,60,20,0,60,5,3,1,1,,4,"1,2,3,8,6",,2,5,3,1,2
10/29/2024 16:19,10/29/2024 16:20,117,1,1,1,2,1,2,2,3,2,2,2,"1,2,5,12",,3,4,1,80,0,50,,7,1,5,2,,1,"2,3,8,6",,1,3,6,3,2
10/29/2024 16:13,10/29/2024 16:21,479,1,1,1,2,2,2,5,5,2,5,1,"1,3,4,8,10,11,12",,3,5,1,100,0,,,6,3,4,1,,4,"1,2,3,8,4,5,6",,2,7,3,5,1
10/29/2024 16:16,10/29/2024 16:22,388,1,1,3,5,1,5,3,3,4,3,1,"7,5,6",,1,5,2,80,70,70,70,4,3,1,1,,1,1,,1,5,3,6,2
10/29/2024 16:18,10/29/2024 16:22,273,1,7,2,2,4,2,5,5,5,3,1,"2,4,8,10",,3,5,1,40,70,,10,6,3,4,2,,4,7,,3,5,4,5,2
10/29/2024 16:20,10/29/2024 16:23,154,4,1,1,2,1,2,2,2,2,2,2,"1,3,4,5,8,12",,2,4,1,90,0,20,60,6,2,3,2,,1,"1,2,3,8,5,6",,2,6,5,4,2
10/29/2024 16:18,10/29/2024 16:23,313,4,1,1,2,1,2,4,3,3,1,1,"1,7,3,10,11,12",,4,3,1,50,50,20,10,6,3,2,2,,4,"1,3,8,6",,2,1,5,2,1
10/29/2024 16:19,10/29/2024 16:24,294,4,1,1,2,1,2,4,4,1,1,1,"1,7,3,4,5,10,11,12",,2,3,1,100,0,0,,6,1,4,2,,4,"3,5",,2,3,4,3,1
10/29/2024 16:17,10/29/2024 16:24,416,1,1,1,2,1,2,3,3,3,3,1,"1,7,3,5,8,9,11,12",,2,3,1,,0,20,,6,3,4,2,,4,"1,3,8,4",,4,4,3,5,2
10/29/2024 16:21,10/29/2024 16:24,160,1,1,2,2,1,2,4,4,3,2,1,"5,11,12",,2,3,2,,,,,5,2,5,2,,1,"1,3",,2,6,5,3,2
10/29/2024 16:15,10/29/2024 16:25,564,1,1,1,2,1,1,2,2,2,1,2,"1,7,3,5,6,9,10,11,12",,2,4,1,80,10,30,30,7,1,1,1,,1,"1,3",,2,8,5,1,2
10/29/2024 16:22,10/29/2024 16:25,174,4,1,1,2,1,2,2,2,1,1,1,1,,2,4,1,90,0,0,,7,3,5,2,,9,"1,2,3,8",,2,7,5,2,2
10/29/2024 16:19,10/29/2024 16:26,450,4,2,2,1,2,2,5,4,5,3,1,"1,2,7,3,4,5,6,8,9,10,11,12",,3,2,2,0,90,90,0,1,5,3,1,,1,"3,8,4,7",Rumble ,4,3,5,6,2
10/29/2024 16:25,10/29/2024 16:26,101,1,1,2,2,1,1,2,2,1,2,1,13,Protect democracy,2,3,1,90,0,20,50,7,3,5,1,,1,2,,2,6,6,4,2
10/29/2024 16:23,10/29/2024 16:26,194,1,1,1,2,1,1,4,4,4,2,3,"9,13",Transit,3,3,1,30,0,10,10,8,1,3,1,,1,1,,1,8,3,2,2
10/29/2024 16:19,10/29/2024 16:27,489,1,1,1,2,1,1,2,2,2,2,2,"1,3,5,6,9,12",,2,4,1,100,0,30,30,7,2,2,1,,1,"1,3,8,4,5,6",,2,4,5,1,2
10/29/2024 16:22,10/29/2024 16:27,300,4,1,2,2,1,2,4,4,3,3,2,"2,7,10,11",,3,3,1,70,,30,10,,3,2,1,,4,"6,7",Reading,4,5,5,5,2
10/29/2024 16:25,10/29/2024 16:28,159,1,1,1,2,1,2,4,3,2,1,2,"1,3,5,9,11,12",,3,4,1,100,0,10,0,6,2,2,2,,1,1,,1,7,6,5,2
10/29/2024 16:27,10/29/2024 16:28,106,1,1,1,2,1,4,4,3,3,2,1,"1,2,7",,3,2,1,70,30,0,0,4,3,1,1,,1,"1,5",,1,3,2,1,2
10/29/2024 16:22,10/29/2024 16:29,376,4,1,1,2,1,2,2,2,2,1,2,"1,2,3,5,6,11,12",,2,3,1,80,10,40,60,6,3,5,1,,1,"3,8",,1,7,5,2,2
10/29/2024 16:24,10/29/2024 16:29,265,4,1,1,2,1,2,1,2,2,1,1,"3,12",,2,4,1,100,0,10,80,6,3,4,1,,4,"3,8",,2,5,5,3,2
10/29/2024 16:28,10/29/2024 16:29,89,2,8,8,4,3,5,3,3,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2024 16:27,10/29/2024 16:30,196,1,1,1,1,1,2,4,4,4,3,2,1,,2,4,1,,,20,40,4,3,4,2,,1,3,,2,7,5,1,2
10/29/2024 16:26,10/29/2024 16:31,301,1,1,1,2,1,2,2,3,2,2,1,"1,4,5,9,10,11,12",,2,3,1,80,0,10,40,4,3,2,1,,4,"1,2,3,8,4,5",,2,2,5,3,2
10/29/2024 16:27,10/29/2024 16:31,236,1,2,2,1,1,2,4,4,5,4,2,"1,2,7,4,6,8,10,11,12",,2,3,1,40,80,40,30,2,4,2,2,,1,"1,8,6",,1,6,6,5,2
10/29/2024 16:30,10/29/2024 16:34,240,4,1,1,2,1,2,4,3,2,2,2,"1,7,3,4,5,6,9,11,12",,3,4,1,90,0,,10,7,1,2,2,,1,"1,5,6",,1,1,3,1,1
10/29/2024 16:29,10/29/2024 16:34,281,1,1,1,2,1,2,4,4,4,4,3,"1,4,5,6,11",,3,5,1,,50,,,4,3,3,4,,4,"1,2,3,8,4,5,6",,1,7,,4,1
10/29/2024 16:32,10/29/2024 16:35,181,1,2,2,1,2,5,4,3,4,3,4,"2,4",,3,5,2,30,60,40,40,3,4,1,1,,4,"1,6",,3,5,3,6,2
10/29/2024 16:33,10/29/2024 16:36,151,1,1,1,2,1,3,3,3,2,3,3,"1,7,4,11",,3,4,1,80,0,20,0,5,1,2,2,,7,"1,6",,2,4,6,5,2
10/29/2024 16:33,10/29/2024 16:39,347,1,2,2,1,1,2,5,5,5,3,2,"2,4,6,8,10,11",,3,3,1,0,80,60,10,2,4,4,2,,9,"1,3,4,6",,1,5,5,2,2
10/29/2024 16:36,10/29/2024 16:40,199,8,1,1,2,1,1,4,4,3,2,1,"1,5,9,12",,3,5,1,70,30,0,0,4,3,2,1,,1,"1,2",,,3,5,5,2
10/29/2024 16:33,10/29/2024 16:40,392,4,1,1,2,1,2,1,2,2,2,2,"1,2,3,4,9,12",,2,4,1,90,0,0,20,6,2,4,1,,1,"1,5,6",,1,6,5,2,2
10/29/2024 16:36,10/29/2024 16:41,291,1,1,1,2,1,2,4,3,3,3,3,"1,7,3,8,9,12",,3,4,1,70,30,30,10,6,1,4,2,,"4,2","1,3,8,4",,2,3,3,2,1
10/29/2024 16:37,10/29/2024 16:41,240,4,1,1,2,1,1,1,1,1,1,1,"1,2,7,3,5,6,9,11,12",,1,3,1,80,10,30,70,5,3,3,1,,1,"1,2,3,8,4,5,6",,3,7,6,4,2
10/29/2024 16:35,10/29/2024 16:41,362,1,1,1,2,1,1,2,2,2,2,1,"1,3,5,10,12",,2,3,2,70,20,30,40,6,2,4,2,,4,"8,7",,4,5,6,4,1
10/29/2024 16:40,10/29/2024 16:44,282,1,1,2,1,1,2,4,3,3,2,1,3,,2,4,3,,,20,0,3,3,3,2,,2,7,,4,5,6,3,2
10/29/2024 16:44,10/29/2024 16:47,140,1,1,2,5,4,2,4,5,3,3,1,"1,7,5,8,9,10,11",,3,3,1,20,0,20,0,,3,4,5,,7,1,,2,4,3,2,2
10/29/2024 16:34,10/29/2024 16:48,808,4,1,1,2,1,3,3,4,4,3,3,"1,2,7,3,5,9,10,11,12",,3,4,1,30,0,10,10,8,1,1,3,,4,"1,4",,1,4,3,4,2
10/29/2024 16:43,10/29/2024 16:48,336,4,1,2,2,1,1,3,3,2,2,2,"2,3,10",,2,5,1,20,10,40,50,4,3,2,1,,1,"2,6",,1,7,5,6,2
10/29/2024 16:38,10/29/2024 16:48,613,1,1,1,2,1,5,4,4,3,2,2,"1,2,3,4,5,8,9,10,11,12",,2,4,1,80,20,50,40,5,2,1,2,,4,"1,3,4,5,6",,5,8,4,5,1
10/29/2024 16:47,10/29/2024 16:49,133,1,1,1,2,1,1,2,2,3,1,1,"1,3,5,12",,2,4,1,80,0,30,40,7,2,3,2,,1,"1,2,3",,3,7,6,5,1
10/29/2024 16:02,10/29/2024 16:50,2889,1,1,1,4,1,2,1,2,1,1,2,"1,3,5,6,11,12",,2,4,1,90,0,30,80,7,1,4,2,,1,"1,2,5,6",,1,7,6,2,2
10/29/2024 16:44,10/29/2024 16:50,408,4,2,2,1,,2,5,4,5,2,1,"2,7,3,4,6,8,10",,3,2,1,10,90,90,0,2,4,5,2,,1,"2,3,8,5",,4,7,5,4,2
10/29/2024 16:49,10/29/2024 16:51,142,1,1,1,2,1,2,2,2,2,2,1,"1,3",,2,2,1,70,20,30,40,7,2,6,1,,1,"1,2,3,4,5",,1,7,6,2,2
10/29/2024 16:45,10/29/2024 16:51,400,1,1,1,4,1,2,2,2,2,3,1,"1,4,5,6,11,12",,2,3,1,50,0,90,40,7,3,6,2,,1,"2,3,8",,1,5,5,2,2
10/29/2024 16:47,10/29/2024 16:52,326,4,1,1,2,1,1,3,3,1,2,3,"1,3,5,9,12",,2,3,1,70,0,0,,7,2,4,1,,1,"1,2,3,8,5",,2,7,5,1,2
10/29/2024 16:47,10/29/2024 16:52,330,1,1,2,2,1,6,4,4,3,3,1,3,,2,2,1,60,40,60,30,4,3,3,1,,1,2,,3,7,6,5,2
10/29/2024 16:48,10/29/2024 16:53,344,1,1,1,2,1,2,3,3,2,3,2,"1,5,11,12",,2,3,1,60,0,30,10,6,1,2,1,,1,"4,6",,1,8,5,1,2
10/29/2024 16:50,10/29/2024 16:54,213,4,1,1,2,1,5,4,4,2,1,1,"1,3,4,6,9,12",,2,4,1,80,0,40,30,6,2,1,2,,4,"1,3,8,5,6",,2,1,3,1,1
10/29/2024 16:42,10/29/2024 16:54,738,1,1,1,2,1,2,4,3,3,3,3,"1,5,9,12",,2,4,1,40,0,30,20,8,1,2,1,,1,"1,2,4",,1,7,6,5,2
10/29/2024 16:49,10/29/2024 16:54,270,4,6,2,1,1,2,3,4,4,4,1,"1,2,7,3,5,6,8,10,11,12",,3,5,1,20,20,30,10,4,3,2,1,,1,"8,7",Independent news outlets,2,6,5,1,2
10/29/2024 16:41,10/29/2024 16:55,823,1,1,1,2,1,1,2,2,2,2,2,"7,4,5,9,12",,2,4,1,90,10,30,0,5,3,5,2,,1,"1,8,4,5",,5,8,7,3,2
10/29/2024 16:49,10/29/2024 16:55,399,2,1,1,2,1,2,4,2,2,1,2,"1,2,7,3,4,6,8,9,10,12",,2,3,1,100,0,30,30,6,3,4,2,,4,"1,3,8,5,6",,5,6,5,3,2
10/29/2024 16:52,10/29/2024 16:58,380,1,1,1,4,1,2,1,2,1,3,2,"3,5,6,8,11",,2,3,1,50,0,10,30,4,3,4,1,,1,"2,5",,2,7,5,4,1
